disease_id	disease_name	treats	palliates	total_edges
Q964920	Gingival recession, localised	0	0	1
Q1053120	Gitelman syndrome	0	0	1
Q1529258	Glanzmann's thrombasthenia	0	0	3
Q5567200	Glassy cell carcinoma of the cervix	0	0	1
Q1367782	Gluten related disorders	0	0	4
Q3508639	Goldberg-Shprintzen syndrome	0	0	1
Q769988	Goldenhar syndrome	0	0	1
Q5582043	Gonococcemia	0	0	1
Q18553605	Good syndrome	0	0	1
Q1345792	Goodpasture syndrome	0	0	1
Q1538277	Gorham's disease	0	0	1
Q19597369	Gram-negative bacterial infection	55	0	56
Q5596838	Granulomatous mastitis	0	0	1
Q5598270	Gray matter heterotopia	0	0	1
Q3508649	Greig cephalopolysyndactyly syndrome	0	0	1
Q3281274	Griscelli syndrome	0	0	4
Q5358728	Griscelli syndrome type 1	0	0	1
Q5609615	Griscelli syndrome type 2	0	0	1
Q5609617	Griscelli syndrome type 3	0	0	1
Q28024491	Grn-related frontotemporal lobar degeneration with Tdp43 inclusions	0	0	1
Q205214	Guillain-Barre syndrome	0	0	3
Q18557483	HCL-V	0	0	1
Q1563513	HELLP syndrome	0	0	2
Q5629813	HIV-associated lipodystrophy	0	0	1
Q17119372	Haemophilus meningitis	1	0	2
Q863861	Hailey-Hailey disease	0	0	1
Q632228	Hajdu-Cheney syndrome	0	0	1
Q1459851	Hallermann-Streiff syndrome	0	0	1
Q5647163	Hand injury	0	0	1
Q3508764	Hand-Foot-Genital Syndrome	0	0	1
Q13026837	Hand–Schüller–Christian disease	0	0	1
Q200985	Hartnup disease	0	0	2
Q3798547	Haverhill fever	0	0	1
Q17627190	Hemimelia	0	0	1
Q368562	Hemopneumothorax	0	0	1
Q17077887	Hemorrhagic smallpox	0	0	1
Q5714797	Hennekam syndrome	0	0	1
Q1035319	Henoch-Schoenlein purpura	0	0	1
Q3908490	Hepatic porphyria	0	0	1
Q18553641	Her2-receptor negative breast cancer	0	0	1
Q18553640	Her2-receptor positive breast cancer	0	0	1
Q17048613	Hereditary CNS demyelinating disease	0	0	1
Q5737853	Hereditary inclusion body myopathy	0	0	2
Q3270312	Hereditary leiomyomatosis and renal cell cancer syndrome	0	0	1
Q16937928	Hereditary sclerosing poikiloderma	0	0	1
Q3338681	Hereditary sensory and autonomic neuropathy type I	0	0	1
Q1506216	Hermansky-Pudlak syndrome	0	0	10
Q26695313	Hermansky-Pudlak syndrome 1	0	0	1
Q26695314	Hermansky-Pudlak syndrome 2	0	0	1
Q26695315	Hermansky-Pudlak syndrome 3	0	0	1
Q26695316	Hermansky-Pudlak syndrome 4	0	0	1
Q26695317	Hermansky-Pudlak syndrome 5	0	0	1
Q26695318	Hermansky-Pudlak syndrome 6	0	0	1
Q26695319	Hermansky-Pudlak syndrome 7	0	0	1
Q26695320	Hermansky-Pudlak syndrome 8	0	0	1
Q26695321	Hermansky-Pudlak syndrome 9	0	0	1
Q2849596	Herpes esophagitis	0	0	1
Q3145111	Heterophoria	0	0	1
Q1788847	High-functioning autism	0	0	1
Q4421929	Hippocampal sclerosis	0	0	1
Q1343645	Hirschsprung's disease	0	0	2
Q18557990	Hodgkin's granuloma	0	0	1
Q209369	Hodgkin's lymphoma	0	0	13
Q18557981	Hodgkin's lymphoma, lymphocytic depletion	0	0	1
Q18557968	Hodgkin's lymphoma, lymphocytic-histiocytic predominance	0	0	1
Q18557991	Hodgkin's lymphoma, mixed cellularity	14	0	15
Q17126784	Hodgkin's lymphoma, nodular sclerosis	0	0	1
Q18557986	Hodgkin's paragranuloma	0	0	1
Q182005	Holt-Oram syndrome	0	0	1
Q18412454	Holzgreve-Wagner-Rehder Syndrome	0	0	1
Q1126839	Horner's syndrome	0	0	1
Q14870002	Hot tub folliculitis	0	0	1
Q190564	Huntington's disease	4	0	5
Q8205487	Hyaline arteriolosclerosis	0	0	1
Q1640810	Hyper-IgD syndrome	0	0	1
Q1781802	Hyperekplexia	0	0	4
Q11612732	Hyperinsulinemic hypoglycemia	0	0	3
Q477390	Hyperinsulinism	0	0	1
Q17028415	Hyperkinetic disorder	0	0	1
Q16966202	Hyperplastic arteriolosclerosis	0	0	1
Q25303605	Hypertensive crisis	0	0	2
Q16257070	Hypertensive leukoencephalopathy	0	0	1
Q5959159	Hypoandrogenism	0	0	1
Q936382	Hypocalcaemia	0	0	1
Q18553534	IMAGe syndrome	0	0	1
Q3508566	IPEX syndrome	0	0	1
Q523893	Ichthyosis	0	0	7
Q5986443	Ichthyosis linearis circumflexa	0	0	1
Q2730080	Idiopathic Hypersomnia	0	0	1
Q17125239	Idiopathic giant-cell myocarditis	0	0	1
Q5988889	Idiopathic orbital inflammatory disease	0	0	4
Q5988903	Idiopathic pure sudomotor failure	0	0	1
Q1146454	IgA glomerulonephritis	0	0	2
Q11039483	IgG4-related disease	2	0	2
Q15051322	Inborn error of lipid metabolism	0	0	2
Q3281375	Inborn errors of purine–pyrimidine metabolism	0	0	4
Q23037756	Indian plum allergy	0	0	1
Q23037777	Indian prawn allergy	0	0	1
Q18553191	Indian tick typhus	0	0	1
Q2280692	Infantile free sialic acid storage disease	0	0	1
Q6029060	Infantile neuroaxonal dystrophy	0	0	2
Q6030100	Inflammatory myofibroblastic tumour	0	0	1
Q16882760	Inflammatory pseudotumor	0	0	1
Q17130620	Injury of axillary nerve	0	0	1
Q25345593	Intermittent hydrarthrosis	0	0	1
Q17004056	Interstitial pregnancy	0	0	1
Q12244913	Intestinal spirochetosis	0	0	1
Q16905725	Intestinal varices	0	0	2
Q6058392	Intraepidermal neutrophilic IgA dermatosis	0	0	2
Q17067160	Intraocular hemorrhage	0	0	2
Q1790005	Intratubular germ cell neoplasia	0	0	1
Q17121503	Iridocorneal endothelial syndrome	0	0	5
Q10860654	Iron overloadf	0	0	10
Q19597605	Irvine-Gass syndrome	0	0	1
Q18553197	Israeli tick typhus	0	0	1
Q18553304	JMP syndrome	0	0	1
Q18554426	Jaccoud's syndrome	0	0	1
Q2964433	Jansen's metaphyseal chondrodysplasia	0	0	1
Q738292	Japanese encephalitis	0	0	1
Q6159042	Japanese spotted fever	0	0	1
Q6160183	Jargon aphasia	0	0	1
Q18553523	Jensen syndrome	0	0	1
Q3304152	Jervell-Lange Nielsen syndrome	0	0	1
Q18557548	Jewett-Marshall bladder cancer	0	0	1
Q2336873	Job's syndrome	0	0	1
Q1699007	Johanson-Blizzard syndrome	0	0	1
Q1101694	Joubert syndrome	0	0	2
Q3508580	Joubert syndrome with orofaciodigital defect	0	0	2
Q3589130	Junctional epidermolysis bullosa, Herlitz type	0	0	1
Q24975508	Juvenile nephronophthisis	0	0	1
Q1718432	KBG syndrome	0	0	1
Q1538227	Kabuki syndrome	0	0	1
Q18553489	Kahrizi syndrome	0	0	1
Q1165179	Kallmann syndrome	0	0	1
Q725345	Kaposi's sarcoma	6	0	10
Q6368059	Karak syndrome	0	0	2
Q18928105	Kartagener syndrome	0	0	1
Q265936	Kawasaki disease	0	0	8
Q2605012	Kearns-Sayre syndrome	0	0	1
Q1995327	Kennedy's disease	0	0	1
Q1345746	Keratitis–ichthyosis–deafness syndrome	0	0	2
Q1739759	Keshan disease	0	0	1
Q13641482	Kidney tumour	0	0	2
Q2069545	Kimura disease	0	0	1
Q1741965	Kindler syndrome	0	0	1
Q2869820	Kjer's optic neuropathy	0	0	1
Q475260	Klatskin's tumor	0	0	1
Q4646476	Kleefstra syndrome	0	0	1
Q613809	Kleine-Levin syndrome	0	0	1
Q207133	Klinefelter's syndrome	0	0	1
Q1774751	Klippel-Feil syndrome	0	0	1
Q18555237	Klippel-Trenaunay syndrome	0	0	1
Q367929	Kluver-Bucy syndrome	0	0	1
Q1777118	Knee osteoarthritis	0	0	1
Q6422092	Kniest dysplasia	0	0	1
Q932899	Kocher–Debre–Semelaigne syndrome	0	0	1
Q578257	Kohler's disease	0	0	1
Q4553565	Koolen de Vries syndrome	0	0	2
Q18553230	Korean hemorrhagic fever	0	0	1
Q511372	Krabbe disease	0	0	1
Q1790134	Krukenberg carcinoma	0	0	1
Q6441908	Kufor-Rakeb syndrome	0	0	2
Q18553965	Kuhnt-Junius degeneration	0	0	1
Q4090775	Kummell's disease	0	0	1
Q18553227	Kunjin encephalitis	0	0	1
Q1432397	Kyasanur forest disease	0	0	2
Q18553317	L-2-hydroxyglutaric aciduria	0	0	1
Q18557577	L-cell glucagon-like peptide producing tumor	0	0	1
Q18553246	LADD syndrome	0	0	1
Q1798016	LEOPARD syndrome	0	0	1
Q2713959	La Crosse encephalitis	0	0	1
Q1640632	Labial fusion	0	0	2
Q6468402	Lachiewicz–Sibley syndrome	0	0	1
Q163905	Lafora disease	0	0	2
Q3331456	Laing early-onset distal myopathy	0	0	1
Q1756898	Lambert-Eaton myasthenic syndrome	0	0	1
Q1636310	Landau-Kleffner syndrome	0	0	1
Q19000882	Langerhans cell sarcoma	0	0	2
Q374036	Langerhans-cell histiocytosis	0	0	3
Q3501154	Larsen syndrome	0	0	1
Q3497004	Laryngeal papillomatosis	0	0	1
Q706845	Lassa fever	0	0	1
Q3508664	Lasthenie de Ferjol syndrome	0	0	1
Q3961678	Laurence-Moon syndrome	0	0	1
Q1811132	Leber congenital amaurosis	0	0	18
Q27677616	Leber congenital amaurosis 1	0	0	1
Q27677710	Leber congenital amaurosis 10	0	0	1
Q27677680	Leber congenital amaurosis 11	0	0	1
Q27677618	Leber congenital amaurosis 12	0	0	1
Q27677730	Leber congenital amaurosis 13	0	0	1
Q27677651	Leber congenital amaurosis 14	0	0	1
Q27674860	Leber congenital amaurosis 15	0	0	1
Q27677637	Leber congenital amaurosis 16	0	0	1
Q27677681	Leber congenital amaurosis 17	0	0	1
Q27677590	Leber congenital amaurosis 2	0	0	1
Q27677732	Leber congenital amaurosis 3	0	0	1
Q27677733	Leber congenital amaurosis 4	0	0	1
Q27677679	Leber congenital amaurosis 5	0	0	1
Q27677729	Leber congenital amaurosis 6	0	0	1
Q27677734	Leber congenital amaurosis 7	0	0	1
Q27677617	Leber congenital amaurosis 8	0	0	1
Q27677581	Leber congenital amaurosis 9	0	0	1
Q1262161	Leber hereditary optic neuropathy	0	0	1
Q1456403	Legg-Calve-Perthes disease	0	0	2
Q154882	Legionnaires' disease	3	0	4
Q1815019	Leigh disease	0	0	2
Q72000	Lemierre's syndrome	0	0	1
Q1544884	Lennox-Gastaut syndrome	0	0	1
Q6523346	Lentigo maligna melanoma	0	0	1
Q727436	Lesch-Nyhan syndrome	0	0	1
Q3831227	Leukoedema	0	0	1
Q6534949	Levator ani syndrome	0	0	1
Q1331905	Lewy body dementia	0	0	2
Q18555162	Leydig cell tumor	0	0	2
Q187542	Li-Fraumeni syndrome	0	0	1
Q1823656	Liddle syndrome	0	0	1
Q3500973	Lipoatrophy	0	0	1
Q4162391	Lisch epithelial corneal dystrophy	0	0	1
Q18554110	Listeria meningitis	0	0	2
Q18557344	Littre gland carcinoma	0	0	1
Q3144958	Localized hemosiderosis	0	0	1
Q6664633	Localized lichen myxedematosus	0	0	1
Q4710773	Loeffler endocarditis	0	0	1
Q32552	Loeffler syndrome	0	0	1
Q3508669	Loeys-Dietz syndrome	0	0	1
Q6692756	Low-grade fibromyxoid sarcoma	0	0	1
Q1758283	Lown-Ganong-Levine syndrome	0	0	1
Q592804	Ludwig's angina	0	0	1
Q17164695	Lumbar spinal stenosis	0	0	1
Q6705425	Lutembacher's syndrome	0	0	1
Q201989	Lyme disease	3	0	7
Q6708247	Lymphoblastic lymphoma	0	0	3
Q4165484	Lymphoproliferative disorders	0	0	7
Q783644	Lynch syndrome	0	0	2
Q16978490	Lyngstadaas syndrome	0	0	1
Q3508653	Lytico-bodig disease	0	0	1
Q591256	MALT lymphoma	0	0	1
Q6714500	MASA syndrome	0	0	3
Q16994031	MBL deficiency	0	0	1
Q22030615	MEDNIK syndrome	0	0	1
Q2666433	MELAS syndrome	0	0	1
Q1881388	MERRF syndrome	0	0	1
Q18553590	MHC class I deficiency	0	0	1
Q18557017	MHC class II deficiency	1	0	2
Q27677573	MYH-9 related disease	0	0	1
Q3026441	Machado-Joseph disease	0	0	1
Q4118092	Macroglobulinemia	3	0	4
Q1419261	Maffucci syndrome	0	0	2
Q1789076	Malakoplakia	0	0	1
Q3589156	Malignant Migrating Partial Seizures in Infancy	0	0	1
Q6745785	Mammary myofibroblastoma	0	0	1
Q167264	Marburg hemorrhagic fever	0	0	1
Q6758201	Marcus Gunn pupil	0	0	1
Q208562	Marfan syndrome	0	0	1
Q1641486	Marie Unna hereditary hypotrichosis	0	0	1
Q6773846	Marshall syndrome	0	0	1
Q18553518	Marshall-Smith syndrome	0	0	1
Q2195906	Marshall–Smith syndrome	0	0	1
Q2580627	Masked depression	0	0	1
Q18966121	Mast syndrome	0	0	1
Q3508670	Masters-Allen syndrome	0	0	1
Q18553497	Matthew-Wood syndrome	0	0	1
Q4118166	McCune Albright syndrome	0	0	2
Q2964438	McKusick type metaphyseal dysplasia	0	0	2
Q1915681	Meckel syndrome	0	0	2
Q3508640	Meckel syndrome type 7	0	0	1
Q18557925	Meckel's diverticulitis	0	0	1
Q388628	Meckel's diverticulum	0	0	1
Q18553794	Meckel's diverticulum cancer	0	0	1
Q6806121	Median nerve palsy	0	0	2
Q6807316	Medullary carcinoma	1	0	1
Q1333608	Medulloblastoma	0	0	9
Q4162392	Meesmann corneal dystrophy	0	0	1
Q3237080	Megalencephalic leukoencephalopathy with subcortical cysts	0	0	1
Q19587381	Meier-Gorlin syndrome	0	0	1
Q693872	Meige syndrome	0	0	1
Q1919487	Melkersson-Rosenthal syndrome	0	0	2
Q460167	Meniere's disease	0	0	4
Q639203	Menkes disease	0	0	2
Q16938818	Mental retardation and microcephaly with pontine and cerebellar hypoplasia	0	0	1
Q1711744	Merkel cell carcinoma	1	0	2
Q6822896	Metallosis	0	0	1
Q6839796	Microorchidism	0	0	2
Q516562	Mikulicz disease	0	0	3
Q28065619	Miles-Carpenter syndrome	0	0	1
Q441094	Milk-alkali syndrome	0	0	1
Q449631	Miller Fisher syndrome	0	0	1
Q2200977	Miller-Dieker lissencephaly syndrome	0	0	1
Q16934832	Mixed cerebral palsy	0	0	1
Q6883839	Mixed-cell lymphoma	0	0	1
Q18554061	Mobitz type II atrioventricular block	0	0	1
Q1418152	Mobius syndrome	0	0	1
Q938991	Monckeberg arteriosclerosis	0	0	1
Q18553863	Mooren's ulcer	0	0	1
Q18554650	Morgagni cataract	0	0	1
Q580285	Morquio Syndrome	0	0	3
Q2757585	Mowat-Wilson syndrome	0	0	1
Q1951267	Moyamoya disease	0	0	1
Q6931137	Mucinous carcinoma	0	0	1
Q1538218	Muckle-Wells syndrome	0	0	2
Q3508679	Muenke syndrome	0	0	1
Q827497	Muir-Torre syndrome	0	0	1
Q674461	Multiple chemical sensitivity	0	0	1
Q1414765	Munchausen by proxy	0	0	1
Q18553952	Murray Valley encephalitis	0	0	1
Q6946984	Mycobacterium avium complex disease	2	0	3
Q17147280	Myoclonic epilepsy	1	0	2
Q17047222	Myxoid chondrosarcoma	0	0	1
Q18965507	N syndrome	0	0	1
Q28024539	NGLY1-deficiency	0	0	1
Q6955667	NUT midline carcinoma	0	0	1
Q12811075	Nager acrofacial dysostosis	0	0	1
Q17144153	Nance-Horan syndrome	0	0	2
Q21124510	Native American myopathy	0	0	1
Q2165266	Nelson syndrome	1	0	2
Q16965307	Neonatal adrenoleukodystrophy	0	0	1
Q17151226	Neonatal bowel obstruction	0	0	1
Q1627324	Neonatal hemochromatosis	0	0	1
Q17143593	Neonatal hypoglycemia	0	0	1
Q9390284	Netherton syndrome	0	0	2
Q667681	Neu-Laxova syndrome	0	0	2
Q21505505	Neu-Laxova syndrome 1	0	0	2
Q21505503	Neu-Laxova syndrome 2	0	0	2
Q17114216	Neurocristopathy	0	0	2
Q1668089	Neurocytoma	0	0	1
Q16929881	Neurofibromatosis type 3	0	0	1
Q7002244	Neurogenic inflammation	0	0	1
Q1764657	Neuropathic ulcer	0	0	1
Q9358981	Neuropsychiatric systemic lupus erythematosus	0	0	1
Q7003148	Neutrophilic eccrine hidradenitis	0	0	2
Q18975229	Newcastle disease	0	0	1
Q3508681	Nezelof syndrome	0	0	1
Q28027606	Nicotine dependence	0	0	2
Q1419931	Niemann-Pick disease	0	0	2
Q1250362	Nijmegen breakage syndrome	0	0	1
Q19772377	Non-celiac gluten sensitivity	0	0	1
Q1543446	Noonan syndrome	0	0	12
Q26695329	Noonan syndrome 1	0	0	1
Q26492798	Noonan syndrome 10	0	0	1
Q26492790	Noonan syndrome 2	0	0	1
Q26492791	Noonan syndrome 3	0	0	1
Q26492792	Noonan syndrome 4	0	0	1
Q26492793	Noonan syndrome 5	0	0	1
Q26492794	Noonan syndrome 6	0	0	1
Q26492795	Noonan syndrome 7	0	0	1
Q26492796	Noonan syndrome 8	0	0	1
Q26492797	Noonan syndrome 9	0	0	1
Q130555	Norman–Roberts syndrome	0	0	1
Q1415842	Norrie disease	0	0	2
Q7059204	Northern epilepsy syndrome	0	0	1
Q3441028	Norum disease	0	0	1
Q18553284	O'nyong'nyong fever	0	0	1
Q12174	Obesity	10	0	375
Q7075544	Obstructed defecation	0	0	1
Q2013137	Obstructive uropathy	0	0	1
Q2074059	Oculomotor apraxia	0	0	4
Q7077950	Odontogenic cyst	0	0	2
Q17144188	Ogden syndrome	0	0	1
Q7080278	Oguchi disease	0	0	1
Q5490660	Ohdo syndrome	0	0	2
Q649602	Ohtahara syndrome	0	0	1
Q28123515	Oldfield syndrome	0	0	1
Q2388598	Ollier disease	0	0	2
Q2214419	Omenn syndrome	0	0	2
Q1521567	Omphalocele	0	0	1
Q2741820	Omsk hemorrhagic fever	0	0	1
Q3508750	Opitz-GBBB syndrome	0	0	1
Q7098800	Optic papillitis	0	0	2
Q474070	Oropouche fever	0	0	1
Q1066265	Osgood-Schlatter's disease	0	0	1
Q3357479	Osteoradionecrosis	0	0	1
Q17104923	Other Specified Feeding or Eating Disorder	0	0	1
Q15734066	Ovarian cystadenoma	0	0	4
Q7113247	Ovarian fibroma	0	0	1
Q9385429	Overactive disorder associated with mental retardation and stereotyped movements	0	0	1
Q18553426	PHGDH deficiency	0	0	1
Q2553422	POEMS syndrome	0	0	1
Q18553427	PSAT deficiency	0	0	1
Q18553428	PSPH deficiency	0	0	1
Q17163513	Pachygyria	0	0	1
Q19563983	Pachyosteosclerosis	0	0	1
Q18555153	Pacinian tumor	0	0	1
Q2035074	Paget's disease of bone	0	0	1
Q1757666	Palilalia	0	0	1
Q3085434	Pallister-Hall syndrome	0	0	1
Q1750884	Pancoast tumor	0	0	2
Q7130420	Pancreatic serous cystadenoma	0	0	1
Q953049	Papilledema	0	0	2
Q1223924	Papillomatosis	0	0	1
Q2050791	Papillon-Lefevre disease	0	0	1
Q11546777	Paradental cyst	0	0	2
Q7135461	Paraneoplastic pemphigus	0	0	1
Q11085	Parkinson's disease	13	0	47
Q1531991	Parkinsonian syndrome	1	0	3
Q734042	Paroxysmal cold hemoglobinuria	0	0	1
Q7139584	Paroxysmal dyskinesia	0	0	1
Q18554811	Partington syndrome	0	0	2
Q7141967	Pashayan syndrome	0	0	1
Q28823477	Passive Aggressive Personality Disorder	0	0	1
Q284219	Patau syndrome	0	0	1
Q9081107	Pearson syndrome	0	0	1
Q532158	Pediculus humanus capitis infestation	0	0	2
Q4364722	Pediculus humanus corporis infestation	0	0	2
Q975182	Pelger-Huet anomaly	0	0	1
Q1876206	Pelizaeus-Merzbacher disease	0	0	2
Q7161799	Pelvic floor dysfunction	0	0	2
Q7161798	Pelvic floor muscle disorder	0	0	1
Q1707822	Pendred syndrome	0	0	1
Q260688	Periampullary cancer	0	0	1
Q3624834	Periapical abscess	0	0	2
Q16964509	Periorbital hyperpigmentation	0	0	1
Q7168693	Peripheral T-cell lymphoma	0	0	2
Q7168876	Peritoneal mesothelioma	0	0	1
Q7169165	Perlman syndrome	0	0	1
Q18553517	Perrault syndrome	0	0	2
Q22251836	Perry syndrome	0	0	1
Q28024492	Peters anomaly	0	0	2
Q1544989	Peutz-Jeghers syndrome	0	0	1
Q874586	Peyronie's disease	0	0	1
Q1286848	Pfeiffer syndrome	0	0	1
Q1813747	Phlebotomus fever	0	0	1
Q18554415	Phlegmonous dacryocystitis	0	0	1
Q119660	Picardy sweat	0	0	1
Q18576	Pick's disease	0	0	2
Q10863066	Piedra	0	0	2
Q1756040	Pierre Robin syndrome	0	0	2
Q2753827	Pigment dispersion syndrome	0	0	1
Q1164401	Pitt-Hopkins syndrome	0	0	1
Q7200298	Placental infarction	0	0	1
Q18554672	Plasmodium falciparum malaria	10	0	11
Q18554742	Plasmodium malariae malaria	0	0	1
Q18554399	Plasmodium ovale malaria	0	0	1
Q18554412	Plasmodium vivax malaria	3	0	4
Q627373	Pleomorphic xanthoastrocytoma	0	0	1
Q7204944	Plica syndrome	0	0	1
Q7830387	Plummer's disease	0	0	1
Q4366062	Pneumococcal infection	2	0	2
Q1307866	Poikiloderma	0	0	3
Q633859	Poland syndrome	0	0	1
Q3073142	Pontiac fever	0	0	1
Q1658731	Postoperative nausea and vomiting	1	0	1
Q1981337	Postoperative residual curarization	0	0	1
Q620760	Postural orthostatic tachycardia syndrome	0	0	1
Q2019823	Potter's syndrome	0	0	1
Q7235947	Powassan encephalitis	0	0	2
Q594013	Prader-Willi syndrome	1	0	2
Q28065609	Prieto syndrome	0	0	1
Q7243132	Primary gonococcal dermatitis	0	0	1
Q929963	Primary polydipsia	0	0	1
Q2632078	Proctalgia fugax	0	0	1
Q7248853	Progressive myoclonus epilepsy	0	0	4
Q281115	Proteus syndrome	0	0	1
Q250354	Prune belly syndrome	0	0	1
Q17027447	Pseudolymphoma	0	0	1
Q17089792	Psoriatic erythroderma	0	0	1
Q695954	Psychogenic pain	0	0	1
Q3381802	Pthirus pubis infestation	0	0	2
Q7259546	Pulmonary toxicity	0	0	2
Q164818	Q fever	0	0	1
Q3045817	Q3045817	0	0	1
Q7267327	Qazi Markouizos syndrome	0	0	1
Q6587253	Queensland tick typhus	0	0	1
Q2103933	REM sleep behavior disorder	0	0	1
Q1776603	Radial dysplasia	0	0	1
Q7294342	Rapp-Hodgkin syndrome	0	0	1
Q1053824	Raynaud disease	5	0	7
Q5142470	Raynaud syndrome	0	0	1
Q7300315	Reactive neutrophilic dermatoses	0	0	5
Q16938550	Refractory anemia with ring sideroblasts	0	0	1
Q177809	Refsum disease	0	0	1
Q3445377	Regressive autism	0	0	1
Q4162390	Reis-Bucklers corneal dystrophy	0	0	1
Q7310756	Relationship obsessive–compulsive disorder	0	0	1
Q7312492	Renal ischemia	0	0	1
Q7312494	Renal medullary carcinoma	0	0	1
Q7313459	Renpenning syndrome	0	0	2
Q7316329	Restrictive dermopathy	0	0	1
Q7316735	Reticulohistiocytoma	0	0	2
Q7316736	Reticulohistiocytosis	0	0	3
Q917357	Rett syndrome	0	0	2
Q826103	Reye syndrome	1	0	2
Q7319955	Rh deficiency syndrome	0	0	1
Q18556219	Rh isoimmunization	0	0	1
Q938329	Richter's syndrome	0	0	1
Q18553199	Rickettsia parkeri spotted fever	0	0	1
Q16495	Riedel's fibrosing thyroiditis	0	0	1
Q326638	Rift Valley fever	0	0	2
Q2325854	Riley-Day syndrome	0	0	1
Q2155008	Ritscher-Schinzel syndrome	0	0	3
Q26492786	Ritscher-Schinzel syndrome 1	0	0	1
Q26492787	Ritscher-Schinzel syndrome 2	0	0	1
Q204176	Ritter's disease	0	0	3
Q1475743	Robinow syndrome	0	0	5
Q744387	Rocky Mountain spotted fever	0	0	1
Q2744442	Ross River fever	0	0	1
Q1583485	Rothmund-Thomson syndrome	0	0	1
Q666980	Rubinstein-Taybi syndrome	0	0	1
Q1515163	SAPHO syndrome	0	0	1
Q619428	SC phocomelia syndrome	0	0	1
Q18556487	SM-AHNMD	0	0	1
Q3042146	SOST-related sclerosing bone dysplasia	0	0	3
Q10376449	SPOAN syndrome	0	0	1
Q3508686	Saethre-Chotzen syndrome	0	0	1
Q2888275	Sakati-Nyhan syndrome	0	0	1
Q18027624	Saldino-Noonan syndrome	0	0	2
Q7404869	Salivary gland–like carcinoma of the lung	0	0	2
Q7405738	Salpingitis isthmica nodosa	0	0	1
Q2200359	Sanfilippo syndrome	0	0	5
Q3043817	Scaphocephaly	0	0	1
Q3281299	Scheie syndrome	0	0	2
Q1532790	Scheuermann's disease	0	0	1
Q22938868	Schimke immuno-osseous dysplasia	0	0	1
Q2964434	Schmid metaphyseal chondrodysplasia	0	0	1
Q18556146	Schneiderian carcinoma	0	0	1
Q2259421	Schnitzler syndrome	0	0	1
Q4162393	Schnyder corneal dystrophy	0	0	1
Q18557778	Schwannian stroma-rich and stroma-poor composite ganglioneuroblastoma	0	0	1
Q572169	Seckel syndrome	0	0	1
Q7444204	Secretan's syndrome	0	0	1
Q1786953	Seminoma	0	0	5
Q26492825	Sengers syndrome	0	0	1
Q18558219	Senile atrophy of choroid	0	0	1
Q4354267	Senior-Loken syndrome	0	0	3
Q7451019	Sensenbrenner syndrome	0	0	1
Q3540887	Sensory processing disorder	0	0	2
Q7451220	Senter syndrome	0	0	1
Q7455058	Serous carcinoma	0	0	1
Q7455063	Serous tumour	0	0	1
Q16935263	Serratia infection	5	0	5
Q4000421	Sertoli cell tumor	0	0	3
Q167050	Sertoli cell-only syndrome	0	0	1
Q18555257	Sertoli-Leydig cell tumor	0	0	1
Q15730674	Sessile serrated adenoma	0	0	1
Q2165399	Sezary's disease	0	0	1
Q1970052	Shwachman-Diamond syndrome	0	0	3
Q26492802	Shwachman-Diamond type metaphyseal dysplasia	0	0	1
Q3454355	Shwartzman phenomenon	0	0	2
Q7053975	Siberian tick typhus	0	0	1
Q24975487	Sickle cell-beta thalassemia	0	0	2
Q2142496	Silver-Russell syndrome	0	0	1
Q1132959	Simple partial seizure	0	0	1
Q478891	Simpson-Golabi-Behmel syndrome	0	0	1
Q335555	Sjogren's syndrome	1	0	3
Q2291208	Sjogren-Larsson syndrome	0	0	1
Q18557540	Skene gland carcinoma	0	0	2
Q3905414	Skin infection	13	0	15
Q1750471	Sly syndrome	0	0	2
Q998273	Smith-Lemli-Opitz syndrome	0	0	1
Q18966123	Smith-McCort dysplasia	0	0	2
Q2295338	Smith–Magenis syndrome	0	0	1
Q684840	Sneddon syndrome	0	0	1
Q7557926	Solid pseudopapillary tumour	0	0	1
Q1770836	Sotos syndrome	0	0	1
Q17147649	Specific social phobia	0	0	1
Q3128789	Spontaneous bacterial peritonitis	0	0	1
Q567660	St. Louis encephalitis	0	0	1
Q34879	Staphylococcal infection	50	0	53
Q2332125	Staphyloma	0	0	2
Q1317319	Stargardt disease	0	0	1
Q1053948	Stevens-Johnson syndrome	0	0	3
Q2288646	Stickler syndrome	0	0	1
Q1235785	Stiff-Person syndrome	0	0	1
Q21124520	Stormorken syndrome	0	0	1
Q28024726	Stromme syndrome	0	0	1
Q7630706	Subacute cutaneous lupus erythematosus	0	0	1
Q7643645	Superior limbic keratoconjunctivitis	0	0	1
Q920766	Sweating sickness	0	0	1
Q16992883	Sylvatic plague	0	0	1
Q7672692	T cell deficiency	0	0	4
Q18557150	T lymphocyte deficiency	0	0	1
Q18556894	T-cell adult acute lymphocytic leukemia	0	0	2
Q26492839	T-cell childhood acute lymphocytic leukemia	0	0	1
Q26492842	T-cell childhood lymphoblastic lymphoma	0	0	1
Q28065574	T-cell immunodeficiency, congenital alopecia, and nail dystrophy	0	0	1
Q6489151	T-cell large granular lymphocyte leukemia	0	0	1
