compound_id	compound_name	disease_id	disease_name	rel_type
Q904153	Sevelamer	Q18555096	phosphorus metabolism disease	drug-used-for-treatment_DduftC
Q32089	Sirolimus	Q33525	carcinoma	drug-used-for-treatment_DduftC
Q7559307	Somatrem	Q594013	Prader-Willi syndrome	drug-used-for-treatment_DduftC
Q7559307	Somatrem	Q19000661	congestive heart failure	drug-used-for-treatment_DduftC
Q416485	Streptokinase	Q26695607	arterial occlusive disease	drug-used-for-treatment_DduftC
Q416485	Streptokinase	Q12152	myocardial infarction	drug-used-for-treatment_DduftC
Q416485	Streptokinase	Q220570	pulmonary embolism	drug-used-for-treatment_DduftC
Q192717	Streptomycin	Q156050	brucellosis	drug-used-for-treatment_DduftC
Q192717	Streptomycin	Q217519	bubonic plague	drug-used-for-treatment_DduftC
Q192717	Streptomycin	Q2450598	infective endocarditis	drug-used-for-treatment_DduftC
Q192717	Streptomycin	Q3100117	septicemic plague	drug-used-for-treatment_DduftC
Q192717	Streptomycin	Q153861	tularemia	drug-used-for-treatment_DduftC
Q44944	Tegaserod	Q5508825	Functional gastrointestinal disorder	drug-used-for-treatment_DduftC
Q44944	Tegaserod	Q178436	constipation (use to describe an act)	drug-used-for-treatment_DduftC
Q1644947	Tenecteplase	Q707774	coronary thrombosis	drug-used-for-treatment_DduftC
Q1644947	Tenecteplase	Q12152	myocardial infarction	drug-used-for-treatment_DduftC
Q7701687	Terconazole	Q977090	vulvovaginal candidiasis	drug-used-for-treatment_DduftC
Q411781	Teriparatide	Q165328	osteoporosis	drug-used-for-treatment_DduftC
Q20817224	Thyroglobulin	Q187842	autoimmune thyroiditis	drug-used-for-treatment_DduftC
Q20817224	Thyroglobulin	Q165135	goiter	drug-used-for-treatment_DduftC
Q20817224	Thyroglobulin	Q16501	hypothyroidism	drug-used-for-treatment_DduftC
Q20817224	Thyroglobulin	Q966229	myxedema	drug-used-for-treatment_DduftC
Q20817224	Thyroglobulin	Q18556131	thyroid carcinoma	drug-used-for-treatment_DduftC
Q20817224	Thyroglobulin	Q3991731	thyrotoxicosis	drug-used-for-treatment_DduftC
Q20816877	Thyrotropin Alfa	Q826522	thyroid cancer	drug-used-for-treatment_DduftC
Q20816877	Thyrotropin Alfa	Q18556131	thyroid carcinoma	drug-used-for-treatment_DduftC
Q413994	Timolol	Q19000661	congestive heart failure	drug-used-for-treatment_DduftC
Q413994	Timolol	Q41861	hypertension	drug-used-for-treatment_DduftC
Q413994	Timolol	Q12152	myocardial infarction	drug-used-for-treatment_DduftC
Q413994	Timolol	Q9294051	ocular hypertension	drug-used-for-treatment_DduftC
Q413994	Timolol	Q3108586	open-angle glaucoma	drug-used-for-treatment_DduftC
Q20817252	Tinzaparin	Q220570	pulmonary embolism	drug-used-for-treatment_DduftC
Q425154	Tocilizumab	Q41112	schizophrenia	drug-used-for-treatment_DduftC
Q412616	Trastuzumab	Q128581	breast cancer	drug-used-for-treatment_DduftC
Q412616	Trastuzumab	Q33525	carcinoma	drug-used-for-treatment_DduftC
Q544393	Trovafloxacin	Q34879	Staphylococcal infection	drug-used-for-treatment_DduftC
Q544393	Trovafloxacin	Q3776920	bacterial pneumonia	drug-used-for-treatment_DduftC
Q544393	Trovafloxacin	Q153356	chlamydia	drug-used-for-treatment_DduftC
Q544393	Trovafloxacin	Q5442760	female reproductive system disease	drug-used-for-treatment_DduftC
Q544393	Trovafloxacin	Q101896	gonorrhea	drug-used-for-treatment_DduftC
Q544393	Trovafloxacin	Q183344	sinusitis	drug-used-for-treatment_DduftC
Q4006490	Urofollitropin	Q7113244	ovarian disease	drug-used-for-treatment_DduftC
Q4006490	Urofollitropin	Q500816	polycystic ovary syndrome	drug-used-for-treatment_DduftC
Q420305	Ustekinumab	Q1472	Crohn's disease	drug-used-for-treatment_DduftC
Q7912593	Valrubicin	Q504775	urinary bladder cancer	drug-used-for-treatment_DduftC
Q7918002	Vedolizumab	Q1472	Crohn's disease	drug-used-for-treatment_DduftC
Q282629	Vinblastine	Q18557991	Hodgkin's lymphoma, mixed cellularity	drug-used-for-treatment_DduftC
Q282629	Vinblastine	Q725345	Kaposi's sarcoma	drug-used-for-treatment_DduftC
Q282629	Vinblastine	Q638729	autoimmune thrombocytopenic purpura	drug-used-for-treatment_DduftC
Q282629	Vinblastine	Q128581	breast cancer	drug-used-for-treatment_DduftC
Q282629	Vinblastine	Q1076481	choriocarcinoma	drug-used-for-treatment_DduftC
Q282629	Vinblastine	Q1783924	head and neck cancer	drug-used-for-treatment_DduftC
Q282629	Vinblastine	Q1411740	histiocytosis	drug-used-for-treatment_DduftC
Q282629	Vinblastine	Q3242950	kidney cancer	drug-used-for-treatment_DduftC
Q282629	Vinblastine	Q18556020	lung benign neoplasm	drug-used-for-treatment_DduftC
Q282629	Vinblastine	Q18557998	lymphosarcoma	drug-used-for-treatment_DduftC
Q282629	Vinblastine	Q1891209	mycosis fungoides	drug-used-for-treatment_DduftC
Q282629	Vinblastine	Q324464	testicular cancer	drug-used-for-treatment_DduftC
Q420532	Vinorelbine	Q18557991	Hodgkin's lymphoma, mixed cellularity	drug-used-for-treatment_DduftC
Q420532	Vinorelbine	Q128581	breast cancer	drug-used-for-treatment_DduftC
Q420532	Vinorelbine	Q18556113	non-small cell lung carcinoma	drug-used-for-treatment_DduftC
Q420532	Vinorelbine	Q172341	ovarian cancer	drug-used-for-treatment_DduftC
Q412236	Voriconazole	Q356713	Aspergilloma	drug-used-for-treatment_DduftC
Q412236	Voriconazole	Q259626	aspergillosis	drug-used-for-treatment_DduftC
Q304330	abacavir	Q12199	acquired immunodeficiency syndrome	drug-used-for-treatment_DduftC
Q304330	abacavir	Q18556697	human immunodeficiency virus infectious disease	drug-used-for-treatment_DduftC
Q418857	acebutolol	Q41861	hypertension	drug-used-for-treatment_DduftC
Q418857	acebutolol	Q12152	myocardial infarction	drug-used-for-treatment_DduftC
Q413690	acetazolamide	Q41571	epilepsy	drug-used-for-treatment_DduftC
Q413690	acetazolamide	Q159701	glaucoma	drug-used-for-treatment_DduftC
Q413690	acetazolamide	Q18554191	visual epilepsy	drug-used-for-treatment_DduftC
Q4673284	acetophenazine	Q41112	schizophrenia	drug-used-for-treatment_DduftC
Q4673284	acetophenazine	Q2157462	schizophreniform disorder	drug-used-for-treatment_DduftC
Q375613	acetylcysteine	Q816798	amyloidosis	drug-used-for-treatment_DduftC
Q375613	acetylcysteine	Q32778	bronchiectasis	drug-used-for-treatment_DduftC
Q375613	acetylcysteine	Q178194	cystic fibrosis	drug-used-for-treatment_DduftC
Q375613	acetylcysteine	Q3392853	lung disease	drug-used-for-treatment_DduftC
Q375613	acetylcysteine	Q12192	pneumonia	drug-used-for-treatment_DduftC
Q375613	acetylcysteine	Q188605	pulmonary emphysema	drug-used-for-treatment_DduftC
Q341500	acitretin	Q4676432	pustulosis of palm and sole	drug-used-for-treatment_DduftC
Q342745	acrivastine	Q42982	type I hypersensitivity	drug-used-for-treatment_DduftC
Q342745	acrivastine	Q187440	urticaria	drug-used-for-treatment_DduftC
Q147101	acyclovir	Q44727	chickenpox	drug-used-for-treatment_DduftC
Q147101	acyclovir	Q7476596	genital herpes	drug-used-for-treatment_DduftC
Q147101	acyclovir	Q6473911	herpes simplex	drug-used-for-treatment_DduftC
Q147101	acyclovir	Q182155	herpes zoster	drug-used-for-treatment_DduftC
Q352348	adapalene	Q79928	acne	drug-used-for-treatment_DduftC
Q353551	adefovir	Q6853	hepatitis B	drug-used-for-treatment_DduftC
Q190012	adenosine	Q925092	Wolff-Parkinson-White syndrome	drug-used-for-treatment_DduftC
Q411629	albendazole	Q11679861	ancylostomiasis	drug-used-for-treatment_DduftC
Q411629	albendazole	Q1102300	clonorchiasis	drug-used-for-treatment_DduftC
Q411629	albendazole	Q246068	cysticercosis	drug-used-for-treatment_DduftC
Q411629	albendazole	Q777087	echinococcosis	drug-used-for-treatment_DduftC
Q411629	albendazole	Q326071	giardiasis	drug-used-for-treatment_DduftC
Q411629	albendazole	Q12656487	hymenolepiasis	drug-used-for-treatment_DduftC
Q411629	albendazole	Q4118581	necatoriasis	drug-used-for-treatment_DduftC
Q411629	albendazole	Q1048084	opisthorchiasis	drug-used-for-treatment_DduftC
Q411629	albendazole	Q2264130	trichuriasis	drug-used-for-treatment_DduftC
Q410358	albuterol	Q35869	asthma	drug-used-for-treatment_DduftC
Q410358	albuterol	Q18971555	obstructive lung disease	drug-used-for-treatment_DduftC
Q4713192	alclometasone	Q229256	dermatitis	drug-used-for-treatment_DduftC
Q4713192	alclometasone	Q18555301	facial dermatosis	drug-used-for-treatment_DduftC
Q4713192	alclometasone	Q18555313	hand dermatosis	drug-used-for-treatment_DduftC
Q4713192	alclometasone	Q18555307	leg dermatosis	drug-used-for-treatment_DduftC
Q4713192	alclometasone	Q18555302	scalp dermatosis	drug-used-for-treatment_DduftC
Q21099132	alectinib	Q18556113	non-small cell lung carcinoma	drug-used-for-treatment_DduftC
Q420057	alendronic acid	Q165328	osteoporosis	drug-used-for-treatment_DduftC
Q3611854	alitretinoin	Q725345	Kaposi's sarcoma	drug-used-for-treatment_DduftC
Q3611854	alitretinoin	Q949302	skin disease	drug-used-for-treatment_DduftC
Q412486	allopurinol	Q133087	gout	drug-used-for-treatment_DduftC
Q416463	alosetron	Q838966	irritable bowel syndrome	drug-used-for-treatment_DduftC
Q158348	alpha-tocopherol	Q1145668	hemolytic anemia	drug-used-for-treatment_DduftC
Q319877	alprazolam	Q174589	agoraphobia	drug-used-for-treatment_DduftC
Q319877	alprazolam	Q544006	anxiety disorder	drug-used-for-treatment_DduftC
Q319877	alprazolam	Q19000444	neurotic disorder	drug-used-for-treatment_DduftC
Q319877	alprazolam	Q741713	panic disorder	drug-used-for-treatment_DduftC
Q579348	alprostadil	Q432462	Takayasu's arteritis	drug-used-for-treatment_DduftC
Q579348	alprostadil	Q939364	congenital heart disease	drug-used-for-treatment_DduftC
Q579348	alprostadil	Q1641399	hypoplastic left heart syndrome	drug-used-for-treatment_DduftC
Q579348	alprostadil	Q2072063	patent ductus arteriosus	drug-used-for-treatment_DduftC
Q579348	alprostadil	Q1128595	pulmonary hypertension	drug-used-for-treatment_DduftC
Q579348	alprostadil	Q579527	pulmonary valve stenosis	drug-used-for-treatment_DduftC
Q579348	alprostadil	Q1126831	tetralogy of Fallot	drug-used-for-treatment_DduftC
Q579348	alprostadil	Q18556468	vasculogenic impotence	drug-used-for-treatment_DduftC
Q415242	altretamine	Q172341	ovarian cancer	drug-used-for-treatment_DduftC
Q27252392	aluminum carbonate	Q736715	chronic kidney disease	drug-used-for-treatment_DduftC
Q27252392	aluminum carbonate	Q18968110	duodenal ulcer	drug-used-for-treatment_DduftC
Q27252392	aluminum carbonate	Q653971	dyspepsia	drug-used-for-treatment_DduftC
Q27252392	aluminum carbonate	Q18553940	gastric ulcer	drug-used-for-treatment_DduftC
Q27252392	aluminum carbonate	Q223591	gastroesophageal reflux disease	drug-used-for-treatment_DduftC
Q27252392	aluminum carbonate	Q18554653	peptic esophagitis	drug-used-for-treatment_DduftC
Q27252392	aluminum carbonate	Q172941	peptic ulcer disease	drug-used-for-treatment_DduftC
Q27110407	aluminum chloride	Q133772	dental caries	drug-used-for-treatment_DduftC
Q409761	amantadine	Q11085	Parkinson's disease	drug-used-for-treatment_DduftC
Q4742041	amcinonide	Q229256	dermatitis	drug-used-for-treatment_DduftC
Q4742041	amcinonide	Q18555301	facial dermatosis	drug-used-for-treatment_DduftC
Q4742041	amcinonide	Q18555313	hand dermatosis	drug-used-for-treatment_DduftC
Q4742041	amcinonide	Q18555307	leg dermatosis	drug-used-for-treatment_DduftC
Q4742041	amcinonide	Q18555302	scalp dermatosis	drug-used-for-treatment_DduftC
Q408529	amikacin	Q19597369	Gram-negative bacterial infection	drug-used-for-treatment_DduftC
Q408529	amikacin	Q82504	endocarditis	drug-used-for-treatment_DduftC
Q419995	amiloride	Q486485	Anasarca	drug-used-for-treatment_DduftC
Q419995	amiloride	Q178194	cystic fibrosis	drug-used-for-treatment_DduftC
Q419995	amiloride	Q41861	hypertension	drug-used-for-treatment_DduftC
Q419995	amiloride	Q794086	hypokalemia	drug-used-for-treatment_DduftC
Q27258445	aminobenzoate potassium	Q6318950	childhood type dermatomyositis	drug-used-for-treatment_DduftC
Q27258445	aminobenzoate potassium	Q1483214	pemphigus	drug-used-for-treatment_DduftC
Q27258445	aminobenzoate potassium	Q5340515	systemic scleroderma	drug-used-for-treatment_DduftC
Q284959	aminobenzoic acid	Q608085	photosensitivity disease	drug-used-for-treatment_DduftC
Q241150	aminoglutethimide	Q219102	Cushing's syndrome	drug-used-for-treatment_DduftC
Q241150	aminoglutethimide	Q128581	breast cancer	drug-used-for-treatment_DduftC
Q241150	aminoglutethimide	Q181257	prostate cancer	drug-used-for-treatment_DduftC
Q471763	aminophylline	Q35869	asthma	drug-used-for-treatment_DduftC
Q471763	aminophylline	Q188605	pulmonary emphysema	drug-used-for-treatment_DduftC
Q229924	aminosalicylic acid	Q18553712	Crohn's colitis	drug-used-for-treatment_DduftC
Q229924	aminosalicylic acid	Q1472	Crohn's disease	drug-used-for-treatment_DduftC
Q229924	aminosalicylic acid	Q12204	tuberculosis	drug-used-for-treatment_DduftC
Q58397	amitriptyline	Q19000444	neurotic disorder	drug-used-for-treatment_DduftC
Q411347	amlodipine	Q41861	hypertension	drug-used-for-treatment_DduftC
Q663358	ammonium lactate	Q3765145	ichthyosis vulgaris	drug-used-for-treatment_DduftC
Q663358	ammonium lactate	Q3667186	keratosis	drug-used-for-treatment_DduftC
Q415850	amobarbital	Q544006	anxiety disorder	drug-used-for-treatment_DduftC
Q415850	amobarbital	Q980709	status epilepticus	drug-used-for-treatment_DduftC
Q415850	amobarbital	Q18554191	visual epilepsy	drug-used-for-treatment_DduftC
Q58356	amoxapine	Q19000444	neurotic disorder	drug-used-for-treatment_DduftC
Q201928	amoxicillin anhydrous	Q19597369	Gram-negative bacterial infection	drug-used-for-treatment_DduftC
Q201928	amoxicillin anhydrous	Q201989	Lyme disease	drug-used-for-treatment_DduftC
Q201928	amoxicillin anhydrous	Q422268	actinomycosis	drug-used-for-treatment_DduftC
Q201928	amoxicillin anhydrous	Q221668	acute cystitis	drug-used-for-treatment_DduftC
Q201928	amoxicillin anhydrous	Q26695607	arterial occlusive disease	drug-used-for-treatment_DduftC
Q201928	amoxicillin anhydrous	Q153356	chlamydia	drug-used-for-treatment_DduftC
Q201928	amoxicillin anhydrous	Q18968110	duodenal ulcer	drug-used-for-treatment_DduftC
Q201928	amoxicillin anhydrous	Q160653	listeriosis	drug-used-for-treatment_DduftC
Q201928	amoxicillin anhydrous	Q223254	otitis media	drug-used-for-treatment_DduftC
Q201928	amoxicillin anhydrous	Q183344	sinusitis	drug-used-for-treatment_DduftC
Q179452	amphetamine	Q181923	attention deficit hyperactivity disorder	drug-used-for-treatment_DduftC
Q179452	amphetamine	Q189561	narcolepsy	drug-used-for-treatment_DduftC
Q412223	amphotericin b	Q221668	acute cystitis	drug-used-for-treatment_DduftC
Q412223	amphotericin b	Q259626	aspergillosis	drug-used-for-treatment_DduftC
Q412223	amphotericin b	Q627368	blastomycosis	drug-used-for-treatment_DduftC
Q412223	amphotericin b	Q273510	candidiasis	drug-used-for-treatment_DduftC
Q412223	amphotericin b	Q868137	coccidioidomycosis	drug-used-for-treatment_DduftC
Q412223	amphotericin b	Q1470140	cryptococcosis	drug-used-for-treatment_DduftC
Q412223	amphotericin b	Q26985509	cutaneous candidiasis	drug-used-for-treatment_DduftC
Q412223	amphotericin b	Q246084	cystitis	drug-used-for-treatment_DduftC
Q412223	amphotericin b	Q464067	fungal infectious disease	drug-used-for-treatment_DduftC
Q412223	amphotericin b	Q5509169	fungal meningitis	drug-used-for-treatment_DduftC
Q412223	amphotericin b	Q627625	histoplasmosis	drug-used-for-treatment_DduftC
Q412223	amphotericin b	Q1435822	neutropenia	drug-used-for-treatment_DduftC
Q412223	amphotericin b	Q247096	paracoccidioidomycosis	drug-used-for-treatment_DduftC
Q412223	amphotericin b	Q223102	peritonitis	drug-used-for-treatment_DduftC
Q412223	amphotericin b	Q767327	sporotrichosis	drug-used-for-treatment_DduftC
Q412223	amphotericin b	Q2046113	visceral leishmaniasis	drug-used-for-treatment_DduftC
Q244150	ampicillin	Q19597369	Gram-negative bacterial infection	drug-used-for-treatment_DduftC
Q244150	ampicillin	Q4366062	Pneumococcal infection	drug-used-for-treatment_DduftC
Q244150	ampicillin	Q34879	Staphylococcal infection	drug-used-for-treatment_DduftC
Q244150	ampicillin	Q422268	actinomycosis	drug-used-for-treatment_DduftC
Q244150	ampicillin	Q221668	acute cystitis	drug-used-for-treatment_DduftC
Q244150	ampicillin	Q3678510	bacterial meningitis	drug-used-for-treatment_DduftC
Q244150	ampicillin	Q101896	gonorrhea	drug-used-for-treatment_DduftC
Q244150	ampicillin	Q2450598	infective endocarditis	drug-used-for-treatment_DduftC
Q244150	ampicillin	Q160653	listeriosis	drug-used-for-treatment_DduftC
Q244150	ampicillin	Q327298	shigellosis	drug-used-for-treatment_DduftC
Q422198	amprenavir	Q12199	acquired immunodeficiency syndrome	drug-used-for-treatment_DduftC
Q422198	amprenavir	Q18556697	human immunodeficiency virus infectious disease	drug-used-for-treatment_DduftC
Q408163	anagrelide	Q1898104	bone marrow cancer	drug-used-for-treatment_DduftC
Q408163	anagrelide	Q948318	polycythemia vera	drug-used-for-treatment_DduftC
Q408163	anagrelide	Q585285	thrombocytopenia	drug-used-for-treatment_DduftC
Q419143	anastrozole	Q128581	breast cancer	drug-used-for-treatment_DduftC
Q419143	anastrozole	Q33525	carcinoma	drug-used-for-treatment_DduftC
Q419143	anastrozole	Q922411	hypopituitarism	drug-used-for-treatment_DduftC
Q3617574	anisindione	Q12152	myocardial infarction	drug-used-for-treatment_DduftC
Q3617574	anisindione	Q220570	pulmonary embolism	drug-used-for-treatment_DduftC
Q771975	antazoline	Q18555085	giant papillary conjunctivitis	drug-used-for-treatment_DduftC
Q771975	antazoline	Q4119259	vernal conjunctivitis	drug-used-for-treatment_DduftC
Q419397	anthralin	Q4676432	pustulosis of palm and sole	drug-used-for-treatment_DduftC
Q415578	antipyrine	Q223254	otitis media	drug-used-for-treatment_DduftC
Q4781812	apraclonidine	Q9294051	ocular hypertension	drug-used-for-treatment_DduftC
Q411188	aripiprazole	Q41112	schizophrenia	drug-used-for-treatment_DduftC
Q418913	armodafinil	Q41112	schizophrenia	drug-used-for-treatment_DduftC
Q21060492	arsenic	Q612108	acute promyelocytic leukemia	drug-used-for-treatment_DduftC
Q18216	aspirin	Q133087	gout	drug-used-for-treatment_DduftC
Q18216	aspirin	Q62736	osteoarthritis	drug-used-for-treatment_DduftC
Q18216	aspirin	Q18554884	retinal vein occlusion	drug-used-for-treatment_DduftC
Q18216	aspirin	Q753904	rheumatic fever	drug-used-for-treatment_DduftC
Q18216	aspirin	Q187255	rheumatoid arthritis	drug-used-for-treatment_DduftC
Q423437	astemizole	Q18555085	giant papillary conjunctivitis	drug-used-for-treatment_DduftC
Q423437	astemizole	Q42982	type I hypersensitivity	drug-used-for-treatment_DduftC
Q423437	astemizole	Q187440	urticaria	drug-used-for-treatment_DduftC
Q423437	astemizole	Q4119259	vernal conjunctivitis	drug-used-for-treatment_DduftC
Q411325	atenolol	Q815819	atrial fibrillation	drug-used-for-treatment_DduftC
Q411325	atenolol	Q19000661	congestive heart failure	drug-used-for-treatment_DduftC
Q411325	atenolol	Q41861	hypertension	drug-used-for-treatment_DduftC
Q411325	atenolol	Q12152	myocardial infarction	drug-used-for-treatment_DduftC
Q417240	atomoxetine	Q181923	attention deficit hyperactivity disorder	drug-used-for-treatment_DduftC
Q668093	atorvastatin	Q184559	arteriosclerosis	drug-used-for-treatment_DduftC
Q668093	atorvastatin	Q844935	coronary artery disease	drug-used-for-treatment_DduftC
Q668093	atorvastatin	Q18554145	familial hyperlipidemia	drug-used-for-treatment_DduftC
Q418179	atovaquone	Q7205993	pneumocystosis	drug-used-for-treatment_DduftC
Q421230	auranofin	Q1483214	pemphigus	drug-used-for-treatment_DduftC
Q421230	auranofin	Q511097	psoriatic arthritis	drug-used-for-treatment_DduftC
Q421230	auranofin	Q187255	rheumatoid arthritis	drug-used-for-treatment_DduftC
Q4072449	aurothioglucose	Q861224	juvenile rheumatoid arthritis	drug-used-for-treatment_DduftC
Q4072449	aurothioglucose	Q1483214	pemphigus	drug-used-for-treatment_DduftC
